SYSTEM_CODE,ENVIRONMENT,ACCOUNT_TYPE,CIF_NUMBER,ACCOUNT_NUMBER,ACCOUNT_NAME,PRODUCT,BRANCH,DATE OPEN,CURRENT INT RATE,INTEREST TERM,ACC STATUS,DATE OF STATUS,ACCOUNT CURRENCY,NPL TAG,SEGMENT,Current Balance,Previous day balance,Privious Month end balance
LEASE,FCBU,LOAN,51995,1003970,Customer_51995,SAREGPEF,48,"Wednesday, February 07, 2018",0.1873,30,Active,3/9/2018,LKR,N,RETAIL,1935025.38,1973217.19,1933803.29
PAWNING,FCBU,FD,40537,1003971,Customer_40537,FDFIXED,6,"Tuesday, October 10, 2017",0.109,365,Dormant,11/9/2017,LKR,N,RETAIL,553225.55,555667.7,502449.93
CORE,FCBU,SAVINGS,35445,1003972,Customer_35445,SAREGPEF,22,"Monday, May 17, 2021",0.0209,30,Dormant,6/16/2021,LKR,N,SME,655355.14,655611.69,599412.25
LEASE,FCBU,CURRENT,65154,1003973,Customer_65154,LOANGEN,9,"Saturday, May 14, 2022",0.0364,180,Dormant,6/13/2022,USD,N,RETAIL,1220589.9,1231627.55,1187911.94
PAWNING,DBU,FD,96943,1003974,Customer_96943,FDFIXED,24,"Saturday, February 22, 2020",0.1135,90,Dormant,3/23/2020,LKR,N,CORPORATE,1630623.66,1651736.5,1794028
PAWNING,FCBU,FD,15594,1003975,Customer_15594,LOANGEN,27,"Sunday, December 13, 2020",0.1344,90,Active,1/12/2021,LKR,N,SME,1019991.08,1015274.27,1018054.89
PAWNING,DBU,LOAN,82090,1003976,Customer_82090,CURRPRO,28,"Friday, June 02, 2023",0.2038,30,Active,7/2/2023,LKR,N,CORPORATE,708305.17,704303.27,623445.91
LEASE,FCBU,FD,50369,1003977,Customer_50369,CURRPRO,37,"Wednesday, October 09, 2024",0.0983,30,Dormant,11/8/2024,LKR,N,CORPORATE,536486.8,544598.94,518100.9
PAWNING,DBU,CURRENT,27599,1003978,Customer_27599,LOANGEN,7,"Saturday, October 20, 2018",0.0156,180,Active,11/19/2018,LKR,N,RETAIL,1066528.49,1076481.47,1119958.69
PAWNING,FCBU,SAVINGS,62453,1003979,Customer_62453,SAREGPEF,49,"Monday, March 17, 2025",0.0106,90,Active,4/16/2025,USD,N,SME,1578640.46,1581391.82,1785125.68
PAWNING,FCBU,CURRENT,56997,1003980,Customer_56997,CURRPRO,21,"Saturday, June 15, 2024",0.025,90,Dormant,7/15/2024,USD,N,RETAIL,777752.89,780713.63,734216.53
CORE,FCBU,LOAN,40316,1003981,Customer_40316,FDFIXED,13,"Sunday, December 05, 2021",0.1491,180,Active,1/4/2022,USD,N,SME,1949965.18,1960329.59,1675780.62
LEASE,DBU,CURRENT,44138,1003982,Customer_44138,FDFIXED,19,"Saturday, November 13, 2021",0.0198,90,Dormant,12/13/2021,LKR,N,SME,951914.52,947761.95,979867.76
CORE,FCBU,CURRENT,73937,1003983,Customer_73937,FDFIXED,11,"Friday, August 16, 2024",0.0255,30,Active,9/15/2024,LKR,Y,CORPORATE,1667752.44,1653738.56,1786154.74
LEASE,FCBU,LOAN,83436,1003984,Customer_83436,CURRPRO,21,"Saturday, October 21, 2017",0.1845,180,Active,11/20/2017,LKR,N,CORPORATE,538825.92,533291.14,547694.98
LEASE,DBU,FD,47739,1003985,Customer_47739,SAREGPEF,30,"Monday, June 01, 2020",0.0985,180,Active,7/1/2020,LKR,N,SME,1187025.55,1182337.36,1211524.3
CORE,DBU,CURRENT,28419,1003986,Customer_28419,SAREGPEF,19,"Friday, January 11, 2019",0.0278,180,Active,2/10/2019,LKR,N,RETAIL,1451578.75,1458051.74,1594771.51
PAWNING,DBU,SAVINGS,30744,1003987,Customer_30744,CURRPRO,43,"Friday, March 10, 2017",0.0213,180,Active,4/9/2017,USD,N,SME,1761334.08,1758615.34,2021020.01
LEASE,DBU,FD,18038,1003988,Customer_18038,LOANGEN,30,"Thursday, May 09, 2024",0.1281,180,Active,6/8/2024,USD,N,SME,17642.23,17354.31,17204.38
LEASE,DBU,LOAN,81502,1003989,Customer_81502,SAREGPEF,35,"Sunday, November 21, 2021",0.2025,180,Active,12/21/2021,USD,N,SME,1520305.02,1505162.35,1502443.21
CORE,FCBU,FD,48776,1003990,Customer_48776,LOANGEN,3,"Friday, March 07, 2025",0.1335,30,Active,4/6/2025,LKR,N,RETAIL,1211901.66,1193109.23,1371175.7
PAWNING,DBU,FD,50821,1003991,Customer_50821,FDFIXED,17,"Thursday, November 02, 2023",0.1007,180,Active,12/2/2023,USD,N,SME,36434.57,35983.79,35876.91
CORE,DBU,LOAN,12919,1003992,Customer_12919,CURRPRO,46,"Monday, February 10, 2020",0.1665,365,Active,3/11/2020,LKR,N,SME,763946.75,750305.73,775010.21
LEASE,DBU,CURRENT,56556,1003993,Customer_56556,LOANGEN,48,"Sunday, August 18, 2019",0.0108,90,Active,9/17/2019,LKR,N,RETAIL,1831641.03,1852572.1,1797970.62
LEASE,DBU,LOAN,73930,1003994,Customer_73930,LOANGEN,2,"Sunday, November 28, 2021",0.2069,365,Active,12/28/2021,LKR,N,RETAIL,104485.28,104153.13,115355.22
CORE,DBU,LOAN,20789,1003995,Customer_20789,SAREGPEF,39,"Tuesday, February 14, 2017",0.2091,30,Active,3/16/2017,LKR,N,RETAIL,1719015.9,1721604.3,1743968.86
LEASE,FCBU,FD,38897,1003996,Customer_38897,FDFIXED,29,"Thursday, September 15, 2022",0.0807,180,Dormant,10/15/2022,LKR,N,RETAIL,987518.06,1000835.46,882250.21
LEASE,FCBU,LOAN,12313,1003997,Customer_12313,CURRPRO,26,"Monday, December 20, 2021",0.1562,30,Active,1/19/2022,LKR,N,SME,1055602.43,1066943.09,915632.85
PAWNING,FCBU,CURRENT,37653,1003998,Customer_37653,LOANGEN,8,"Wednesday, November 29, 2023",0.0118,30,Dormant,12/29/2023,LKR,N,SME,413294.81,410868.84,403610.04
LEASE,DBU,SAVINGS,21612,1003999,Customer_21612,CURRPRO,17,"Wednesday, April 22, 2020",0.0262,180,Dormant,5/22/2020,USD,N,SME,1346409.03,1328999.46,1508231.69
CORE,DBU,CURRENT,56953,1004000,Customer_56953,SAREGPEF,7,"Monday, March 18, 2019",0.0245,90,Dormant,4/17/2019,USD,N,SME,1616743.98,1591724.3,1556578.55
LEASE,FCBU,LOAN,15888,1004001,Customer_15888,FDFIXED,19,"Monday, April 05, 2021",0.1827,365,Dormant,5/5/2021,USD,N,CORPORATE,1584638.47,1606581.37,1566120.25
LEASE,FCBU,SAVINGS,15121,1004002,Customer_15121,FDFIXED,11,"Wednesday, August 19, 2020",0.0217,90,Dormant,9/18/2020,USD,N,SME,598978.7,607933.55,605421.56
PAWNING,FCBU,LOAN,57688,1004003,Customer_57688,CURRPRO,7,"Sunday, January 31, 2021",0.1319,90,Dormant,3/2/2021,LKR,N,RETAIL,894682.51,894700.57,910083.33
CORE,DBU,CURRENT,86349,1004004,Customer_86349,FDFIXED,18,"Wednesday, January 17, 2018",0.0241,30,Dormant,2/16/2018,USD,N,CORPORATE,730519.54,741536.47,777228.11
LEASE,DBU,SAVINGS,95610,1004005,Customer_95610,LOANGEN,33,"Wednesday, June 24, 2020",0.0262,90,Dormant,7/24/2020,USD,N,RETAIL,705310.16,712070.75,730609.66
PAWNING,FCBU,LOAN,36886,1004006,Customer_36886,FDFIXED,47,"Saturday, March 09, 2024",0.123,365,Dormant,4/8/2024,USD,N,RETAIL,1294038.17,1291195.86,1174349.39
LEASE,FCBU,CURRENT,62613,1004007,Customer_62613,LOANGEN,29,"Monday, September 18, 2017",0.0304,90,Active,10/18/2017,USD,N,RETAIL,1989934.79,2016201.82,2138951.92
CORE,FCBU,LOAN,89172,1004008,Customer_89172,SAREGPEF,36,"Friday, March 29, 2019",0.1697,180,Active,4/28/2019,LKR,N,RETAIL,48966.47,48903.76,48597.15
PAWNING,FCBU,SAVINGS,42696,1004009,Customer_42696,FDFIXED,21,"Friday, February 17, 2023",0.0164,30,Dormant,3/19/2023,LKR,N,RETAIL,800536.51,810782.3,911388.47
CORE,DBU,CURRENT,46284,1004010,Customer_46284,FDFIXED,8,"Monday, January 20, 2020",0.0202,180,Dormant,2/19/2020,LKR,N,CORPORATE,472298.59,465398.27,435374.05
CORE,FCBU,LOAN,67674,1004011,Customer_67674,FDFIXED,44,"Monday, June 15, 2020",0.1253,30,Active,7/15/2020,LKR,Y,SME,664003.12,667600.18,692557.62
PAWNING,DBU,FD,32169,1004012,Customer_32169,CURRPRO,40,"Tuesday, September 29, 2020",0.1365,90,Dormant,10/29/2020,LKR,N,SME,104591.05,105126.67,106150.7
PAWNING,FCBU,CURRENT,40858,1004013,Customer_40858,CURRPRO,1,"Friday, March 08, 2019",0.0112,180,Active,4/7/2019,LKR,N,RETAIL,1857681.09,1890276.87,2008194.59
CORE,DBU,LOAN,64132,1004014,Customer_64132,LOANGEN,12,"Thursday, July 30, 2020",0.1519,365,Active,8/29/2020,LKR,N,RETAIL,741419.39,747326.15,709547.82
LEASE,DBU,CURRENT,26257,1004015,Customer_26257,SAREGPEF,4,"Saturday, March 28, 2020",0.0106,90,Active,4/27/2020,LKR,N,CORPORATE,1519861.07,1520018.71,1324997.44
LEASE,FCBU,CURRENT,50099,1004016,Customer_50099,CURRPRO,27,"Friday, July 14, 2017",0.0155,180,Active,8/13/2017,USD,N,RETAIL,811091.28,823659.11,892442.95
LEASE,DBU,LOAN,62481,1004017,Customer_62481,SAREGPEF,20,"Tuesday, February 06, 2024",0.2173,365,Dormant,3/7/2024,LKR,N,CORPORATE,811112.24,822162.27,797827.64
PAWNING,DBU,SAVINGS,65688,1004018,Customer_65688,LOANGEN,26,"Friday, January 12, 2024",0.0204,365,Dormant,2/11/2024,LKR,N,SME,950636.08,964326.39,886813.36
LEASE,FCBU,FD,39115,1004019,Customer_39115,FDFIXED,32,"Thursday, February 13, 2020",0.0868,90,Active,3/14/2020,LKR,N,RETAIL,1629368.88,1627366.66,1850658.23
CORE,FCBU,SAVINGS,37196,1004020,Customer_37196,FDFIXED,35,"Saturday, April 11, 2020",0.0129,30,Dormant,5/11/2020,LKR,N,SME,1007507.86,996589.2,1003837.41
LEASE,FCBU,SAVINGS,27987,1004021,Customer_27987,CURRPRO,10,"Monday, October 22, 2018",0.0273,180,Active,11/21/2018,LKR,N,CORPORATE,1792744.46,1765077.7,1775897.78
PAWNING,FCBU,CURRENT,17040,1004022,Customer_17040,FDFIXED,15,"Thursday, August 03, 2023",0.0305,90,Active,9/2/2023,USD,N,SME,136903.69,136696.39,125391.77
PAWNING,DBU,FD,92170,1004023,Customer_92170,CURRPRO,27,"Tuesday, October 15, 2024",0.1101,180,Active,11/14/2024,LKR,N,CORPORATE,1623437.72,1596825.12,1701691.73
CORE,FCBU,FD,41712,1004024,Customer_41712,CURRPRO,28,"Wednesday, April 01, 2020",0.1302,180,Active,5/1/2020,USD,N,SME,1201094.07,1217963.75,1215624.55
CORE,FCBU,CURRENT,76307,1004025,Customer_76307,CURRPRO,36,"Wednesday, July 12, 2023",0.0368,90,Dormant,8/11/2023,USD,Y,RETAIL,1239340.13,1253554.73,1079815.46
CORE,DBU,LOAN,56638,1004026,Customer_56638,LOANGEN,22,"Saturday, December 19, 2020",0.1571,180,Active,1/18/2021,LKR,N,CORPORATE,1470569.82,1483288.15,1380634.33
LEASE,DBU,CURRENT,66678,1004027,Customer_66678,CURRPRO,21,"Tuesday, May 07, 2024",0.0198,365,Dormant,6/6/2024,USD,N,CORPORATE,1858145.03,1842987.06,1665464.43
LEASE,FCBU,CURRENT,86228,1004028,Customer_86228,SAREGPEF,10,"Friday, July 15, 2022",0.0209,30,Dormant,8/14/2022,LKR,N,CORPORATE,643120.89,654653.24,687198.12
PAWNING,DBU,LOAN,27220,1004029,Customer_27220,FDFIXED,36,"Tuesday, February 26, 2019",0.1495,365,Active,3/28/2019,LKR,N,CORPORATE,1034201.8,1053249.45,1009152.49
CORE,FCBU,CURRENT,55502,1004030,Customer_55502,SAREGPEF,16,"Monday, February 17, 2025",0.0289,365,Active,3/19/2025,LKR,N,SME,878944.39,878560.34,760564.62
LEASE,DBU,CURRENT,13076,1004031,Customer_13076,LOANGEN,38,"Tuesday, October 12, 2021",0.0103,365,Dormant,11/11/2021,USD,N,SME,935694.78,934454.77,1030767.65
CORE,DBU,FD,53867,1004032,Customer_53867,FDFIXED,49,"Saturday, November 02, 2019",0.1212,90,Active,12/2/2019,LKR,N,CORPORATE,569984.11,576224.44,651835.26
PAWNING,FCBU,LOAN,37292,1004033,Customer_37292,SAREGPEF,46,"Saturday, April 01, 2017",0.1676,180,Dormant,5/1/2017,LKR,N,SME,1907294.75,1929014.88,2099302.66
CORE,FCBU,CURRENT,77844,1004034,Customer_77844,FDFIXED,38,"Monday, April 03, 2017",0.0156,180,Active,5/3/2017,USD,N,SME,256390.51,253513.51,250087
LEASE,DBU,FD,32977,1004035,Customer_32977,FDFIXED,49,"Thursday, November 16, 2017",0.1161,30,Active,12/16/2017,USD,N,CORPORATE,947964.91,954360.54,866270.2
CORE,FCBU,LOAN,22547,1004036,Customer_22547,CURRPRO,9,"Sunday, August 25, 2019",0.1336,180,Active,9/24/2019,USD,N,CORPORATE,997161.79,993483.33,885382.03
LEASE,FCBU,SAVINGS,12854,1004037,Customer_12854,FDFIXED,14,"Saturday, March 23, 2024",0.0363,180,Active,4/22/2024,USD,N,RETAIL,1401808.03,1389456.57,1577025.18
LEASE,DBU,LOAN,39698,1004038,Customer_39698,SAREGPEF,13,"Tuesday, November 09, 2021",0.1413,30,Dormant,12/9/2021,USD,N,RETAIL,288811.75,287009.04,262344.98
PAWNING,DBU,FD,57064,1004039,Customer_57064,LOANGEN,22,"Saturday, February 03, 2018",0.0872,365,Active,3/5/2018,LKR,N,CORPORATE,1048554.63,1036714.06,970586.32
PAWNING,FCBU,FD,62330,1004040,Customer_62330,SAREGPEF,46,"Monday, August 14, 2017",0.0986,180,Active,9/13/2017,LKR,N,SME,1686586.05,1674952.26,1903485.88
CORE,DBU,FD,72309,1004041,Customer_72309,FDFIXED,50,"Monday, March 14, 2022",0.1212,30,Dormant,4/13/2022,USD,N,SME,1735970.56,1765474.25,1922972.96
PAWNING,FCBU,CURRENT,83920,1004042,Customer_83920,SAREGPEF,20,"Saturday, December 16, 2017",0.0298,365,Dormant,1/15/2018,USD,N,RETAIL,1057115.81,1037535.33,993700.71
CORE,DBU,CURRENT,82461,1004043,Customer_82461,FDFIXED,36,"Monday, April 08, 2024",0.0317,365,Active,5/8/2024,USD,N,SME,694941.09,681478.39,719934.69
CORE,DBU,SAVINGS,20576,1004044,Customer_20576,CURRPRO,29,"Thursday, July 26, 2018",0.0395,30,Active,8/25/2018,LKR,N,SME,649429.75,637971.86,566772.81
PAWNING,FCBU,SAVINGS,49705,1004045,Customer_49705,FDFIXED,42,"Friday, December 09, 2022",0.0343,365,Active,1/8/2023,USD,N,CORPORATE,1440883.78,1419918.04,1454531.07
PAWNING,FCBU,CURRENT,82335,1004046,Customer_82335,LOANGEN,10,"Saturday, September 08, 2018",0.0351,90,Dormant,10/8/2018,USD,N,RETAIL,580306.83,585240.49,571143.08
LEASE,DBU,CURRENT,16099,1004047,Customer_16099,FDFIXED,18,"Friday, December 31, 2021",0.0308,180,Dormant,1/30/2022,USD,N,RETAIL,807982.85,804402.88,812918.11
PAWNING,DBU,FD,46032,1004048,Customer_46032,LOANGEN,21,"Wednesday, January 24, 2018",0.1198,90,Dormant,2/23/2018,USD,N,CORPORATE,1658510.4,1686226.08,1837290.15
LEASE,FCBU,LOAN,12606,1004049,Customer_12606,SAREGPEF,41,"Monday, March 03, 2025",0.1237,365,Active,4/2/2025,LKR,N,RETAIL,509783.58,516476.48,434380.49
LEASE,DBU,SAVINGS,69792,1004050,Customer_69792,FDFIXED,23,"Thursday, September 10, 2020",0.0212,30,Active,10/10/2020,USD,N,RETAIL,1771158.85,1749109.37,2000931.25
LEASE,FCBU,FD,81247,1004051,Customer_81247,FDFIXED,37,"Tuesday, January 08, 2019",0.1192,30,Dormant,2/7/2019,USD,N,CORPORATE,1173398.11,1175038.89,1267824.89
LEASE,DBU,CURRENT,19895,1004052,Customer_19895,CURRPRO,47,"Saturday, March 18, 2017",0.0189,365,Dormant,4/17/2017,USD,N,RETAIL,1280130.2,1259780.26,1350539.89
CORE,DBU,SAVINGS,45784,1004053,Customer_45784,LOANGEN,47,"Saturday, December 09, 2023",0.0145,30,Active,1/8/2024,USD,N,RETAIL,1131546.1,1116114.51,1099830.17
CORE,DBU,LOAN,53389,1004054,Customer_53389,LOANGEN,39,"Saturday, November 10, 2018",0.1688,90,Active,12/10/2018,LKR,N,SME,861233.92,867393.42,827044.87
PAWNING,FCBU,FD,16803,1004055,Customer_16803,SAREGPEF,14,"Wednesday, March 08, 2023",0.1056,365,Active,4/7/2023,LKR,N,RETAIL,970949.14,959928.62,1109974.24
CORE,DBU,SAVINGS,30460,1004056,Customer_30460,CURRPRO,3,"Wednesday, August 28, 2024",0.0252,180,Active,9/27/2024,LKR,N,RETAIL,1286070.44,1306414.88,1128019.81
LEASE,DBU,SAVINGS,21281,1004057,Customer_21281,CURRPRO,29,"Tuesday, April 28, 2020",0.0201,180,Dormant,5/28/2020,USD,N,SME,670647.32,658403.31,672571.35
PAWNING,FCBU,LOAN,34963,1004058,Customer_34963,SAREGPEF,8,"Monday, August 21, 2023",0.1359,180,Active,9/20/2023,LKR,N,CORPORATE,318848.35,314571.57,300288.34
LEASE,DBU,FD,19723,1004059,Customer_19723,SAREGPEF,19,"Sunday, May 23, 2021",0.1151,180,Dormant,6/22/2021,LKR,N,SME,1724146.47,1747262.21,1981106.32
CORE,FCBU,LOAN,18999,1004060,Customer_18999,CURRPRO,40,"Monday, January 20, 2025",0.1717,180,Dormant,2/19/2025,USD,N,RETAIL,971361.36,964637.82,1055125.38
LEASE,FCBU,FD,23333,1004061,Customer_23333,CURRPRO,14,"Sunday, May 05, 2024",0.0868,180,Dormant,6/4/2024,USD,N,CORPORATE,978649.03,984976.33,1063944.63
CORE,DBU,SAVINGS,96018,1004062,Customer_96018,LOANGEN,10,"Friday, September 29, 2023",0.0163,365,Dormant,10/29/2023,LKR,N,RETAIL,300925.28,300796.71,264222.22
PAWNING,FCBU,SAVINGS,54194,1004063,Customer_54194,SAREGPEF,23,"Wednesday, October 11, 2017",0.0244,90,Dormant,11/10/2017,USD,N,RETAIL,807783.5,792694.14,928712.1
PAWNING,DBU,FD,21673,1004064,Customer_21673,CURRPRO,12,"Thursday, July 27, 2017",0.1392,30,Dormant,8/26/2017,USD,N,RETAIL,1056212.27,1046104.83,1093440.16
LEASE,DBU,FD,52566,1004065,Customer_52566,LOANGEN,39,"Sunday, December 31, 2023",0.114,90,Dormant,1/30/2024,USD,N,SME,799262.85,787499.47,910401.12
LEASE,DBU,SAVINGS,62370,1004066,Customer_62370,CURRPRO,15,"Tuesday, February 11, 2020",0.0242,90,Active,3/12/2020,LKR,N,CORPORATE,543024.43,536182.62,502672.12
PAWNING,FCBU,CURRENT,88917,1004067,Customer_88917,LOANGEN,43,"Sunday, May 15, 2022",0.0124,30,Dormant,6/14/2022,USD,N,RETAIL,1129735.53,1118800.19,1131625.47
LEASE,FCBU,CURRENT,57319,1004068,Customer_57319,FDFIXED,48,"Wednesday, June 30, 2021",0.0221,30,Dormant,7/30/2021,LKR,N,SME,588796.29,592959.53,513706.85
CORE,FCBU,LOAN,98334,1004069,Customer_98334,SAREGPEF,41,"Monday, August 06, 2018",0.1417,30,Active,9/5/2018,USD,N,SME,1999554.72,1994056.63,1754244.29
LEASE,DBU,CURRENT,93373,1004070,Customer_93373,LOANGEN,13,"Wednesday, December 14, 2022",0.0205,90,Active,1/13/2023,LKR,N,SME,802599.33,817352.07,779208.83
LEASE,DBU,LOAN,50588,1004071,Customer_50588,LOANGEN,29,"Sunday, January 28, 2018",0.1742,90,Dormant,2/27/2018,LKR,N,CORPORATE,569697.99,569744.5,632871.62
PAWNING,DBU,CURRENT,90959,1004072,Customer_90959,FDFIXED,21,"Saturday, September 09, 2023",0.0248,365,Active,10/9/2023,LKR,N,RETAIL,1553034.07,1538420.25,1396768.05
PAWNING,DBU,CURRENT,26789,1004073,Customer_26789,FDFIXED,22,"Saturday, July 18, 2020",0.0122,90,Active,8/17/2020,LKR,N,CORPORATE,623888.46,626212.03,678045.83
PAWNING,DBU,FD,41913,1004074,Customer_41913,CURRPRO,38,"Thursday, April 20, 2023",0.1012,90,Dormant,5/20/2023,LKR,N,RETAIL,357568.87,364298.92,410652.07
CORE,FCBU,SAVINGS,94875,1004075,Customer_94875,FDFIXED,34,"Thursday, March 25, 2021",0.0312,30,Dormant,4/24/2021,LKR,N,RETAIL,1570208.21,1569834.72,1346704.28
PAWNING,DBU,LOAN,91524,1004076,Customer_91524,LOANGEN,50,"Sunday, March 03, 2019",0.1726,180,Dormant,4/2/2019,LKR,N,SME,1079138.25,1078598.57,1218424.55
CORE,DBU,LOAN,92088,1004077,Customer_92088,LOANGEN,27,"Wednesday, August 14, 2024",0.1809,30,Dormant,9/13/2024,LKR,N,CORPORATE,1484914.98,1462655.49,1407910.74
CORE,DBU,CURRENT,35910,1004078,Customer_35910,CURRPRO,26,"Friday, March 24, 2023",0.0146,180,Dormant,4/23/2023,LKR,N,RETAIL,13889.67,13632.08,12274.34
LEASE,DBU,CURRENT,36757,1004079,Customer_36757,SAREGPEF,36,"Saturday, August 21, 2021",0.0399,180,Active,9/20/2021,LKR,N,CORPORATE,1935832.59,1961061.58,1729614.32
PAWNING,FCBU,FD,86284,1004080,Customer_86284,CURRPRO,13,"Tuesday, June 12, 2018",0.1316,30,Active,7/12/2018,USD,N,SME,1005556.93,1010225.62,1043222.79
PAWNING,FCBU,LOAN,82322,1004081,Customer_82322,CURRPRO,47,"Tuesday, November 09, 2021",0.158,90,Dormant,12/9/2021,LKR,N,RETAIL,597159.9,594400.61,653418.64
LEASE,FCBU,CURRENT,75491,1004082,Customer_75491,FDFIXED,42,"Sunday, August 29, 2021",0.0185,30,Dormant,9/28/2021,LKR,N,RETAIL,785637.04,786740.07,863217.2
PAWNING,FCBU,SAVINGS,78959,1004083,Customer_78959,CURRPRO,23,"Wednesday, July 19, 2023",0.0212,365,Dormant,8/18/2023,USD,N,RETAIL,1424983.61,1431021.3,1541013.89
LEASE,DBU,CURRENT,73815,1004084,Customer_73815,SAREGPEF,9,"Sunday, October 13, 2024",0.0104,30,Active,11/12/2024,LKR,N,RETAIL,135395.49,136162.46,131579.62
PAWNING,DBU,FD,39388,1004085,Customer_39388,LOANGEN,26,"Thursday, September 27, 2018",0.1311,365,Active,10/27/2018,USD,N,CORPORATE,1515041.99,1528058.44,1404696.5
LEASE,FCBU,FD,59710,1004086,Customer_59710,CURRPRO,24,"Tuesday, January 15, 2019",0.1266,90,Dormant,2/14/2019,USD,N,SME,556300.05,560888.18,567205.05
LEASE,FCBU,FD,48219,1004087,Customer_48219,SAREGPEF,29,"Tuesday, March 04, 2025",0.1148,90,Dormant,4/3/2025,LKR,N,SME,670855.58,660171.82,669851.13
PAWNING,FCBU,LOAN,45138,1004088,Customer_45138,FDFIXED,23,"Thursday, February 25, 2021",0.2063,30,Active,3/27/2021,LKR,N,RETAIL,705065.5,693313.36,621766.9
LEASE,FCBU,LOAN,53188,1004089,Customer_53188,FDFIXED,6,"Tuesday, December 07, 2021",0.1637,30,Dormant,1/6/2022,LKR,N,RETAIL,1321541.82,1344660.6,1490300.92
LEASE,FCBU,SAVINGS,38601,1004090,Customer_38601,LOANGEN,24,"Friday, March 24, 2017",0.0278,90,Active,4/23/2017,USD,N,SME,149948.1,149724.31,157390.49
PAWNING,DBU,SAVINGS,14362,1004091,Customer_14362,SAREGPEF,25,"Sunday, November 13, 2022",0.0205,180,Active,12/13/2022,USD,N,SME,941741,926189.18,1019661.08
PAWNING,FCBU,FD,33970,1004092,Customer_33970,FDFIXED,1,"Wednesday, May 30, 2018",0.094,90,Dormant,6/29/2018,LKR,N,SME,479361.78,476631.33,433957.45
LEASE,DBU,SAVINGS,26158,1004093,Customer_26158,CURRPRO,15,"Wednesday, February 27, 2019",0.0145,30,Dormant,3/29/2019,USD,N,CORPORATE,1248197.57,1252869.56,1105406.59
LEASE,FCBU,SAVINGS,21627,1004094,Customer_21627,LOANGEN,15,"Wednesday, September 07, 2022",0.0241,30,Active,10/7/2022,LKR,N,SME,1785490.11,1792108.01,1961738.07
PAWNING,FCBU,SAVINGS,88592,1004095,Customer_88592,SAREGPEF,44,"Friday, August 30, 2024",0.0105,365,Dormant,9/29/2024,LKR,N,CORPORATE,867449.73,859118.1,965454.35
LEASE,FCBU,FD,63063,1004096,Customer_63063,FDFIXED,28,"Saturday, June 24, 2017",0.1202,90,Active,7/24/2017,LKR,N,SME,191167.16,189695.24,199177.33
CORE,DBU,FD,18385,1004097,Customer_18385,SAREGPEF,39,"Friday, May 29, 2020",0.0812,180,Active,6/28/2020,LKR,N,CORPORATE,1627305.86,1604379.83,1794972.58
CORE,FCBU,FD,65055,1004098,Customer_65055,FDFIXED,33,"Sunday, February 10, 2019",0.0819,90,Dormant,3/12/2019,USD,N,SME,1044070.21,1061083.67,1126340.17
LEASE,DBU,FD,14803,1004099,Customer_14803,FDFIXED,30,"Monday, February 03, 2020",0.1028,30,Active,3/4/2020,USD,N,RETAIL,1972917.74,1975508.16,1716456.05
PAWNING,DBU,LOAN,69543,1004100,Customer_69543,LOANGEN,26,"Saturday, July 27, 2024",0.1707,180,Active,8/26/2024,LKR,N,SME,1486949.62,1489301.72,1575701.2
CORE,FCBU,LOAN,38201,1004101,Customer_38201,FDFIXED,42,"Sunday, August 30, 2020",0.2076,90,Dormant,9/29/2020,USD,N,RETAIL,763672.28,766448.85,683282.92
CORE,DBU,LOAN,95594,1004102,Customer_95594,CURRPRO,44,"Sunday, April 30, 2017",0.2188,90,Active,5/30/2017,USD,N,RETAIL,1905318.18,1883933.02,1682750.21
CORE,DBU,LOAN,52322,1004103,Customer_52322,SAREGPEF,33,"Friday, March 15, 2024",0.1873,180,Active,4/14/2024,USD,N,RETAIL,1385185.8,1374785.06,1197781.05
CORE,DBU,CURRENT,29044,1004104,Customer_29044,FDFIXED,42,"Saturday, September 02, 2017",0.0255,90,Active,10/2/2017,LKR,N,SME,383028.41,379583.74,373443.46
CORE,DBU,LOAN,87959,1004105,Customer_87959,LOANGEN,44,"Tuesday, April 25, 2023",0.1497,180,Dormant,5/25/2023,USD,N,SME,320471.54,326041.89,274908.23
CORE,DBU,SAVINGS,98658,1004106,Customer_98658,SAREGPEF,39,"Friday, September 10, 2021",0.0154,365,Active,10/10/2021,LKR,N,RETAIL,747388.97,737036.51,826520.97
CORE,DBU,CURRENT,96706,1004107,Customer_96706,CURRPRO,16,"Tuesday, May 23, 2023",0.0172,365,Active,6/22/2023,LKR,N,CORPORATE,1857223.13,1885698.26,2128915.46
PAWNING,FCBU,FD,39204,1004108,Customer_39204,FDFIXED,22,"Sunday, January 27, 2019",0.1297,180,Dormant,2/26/2019,LKR,N,SME,1332935.61,1354754.11,1366009.45
LEASE,FCBU,LOAN,70907,1004109,Customer_70907,CURRPRO,31,"Sunday, December 24, 2017",0.1399,180,Active,1/23/2018,LKR,N,CORPORATE,403455.32,407817.38,392185.59
CORE,DBU,CURRENT,95805,1004110,Customer_95805,CURRPRO,25,"Tuesday, April 04, 2023",0.0276,30,Dormant,5/4/2023,LKR,N,SME,424218.73,426360.43,385205.81
LEASE,FCBU,CURRENT,59650,1004111,Customer_59650,FDFIXED,50,"Friday, August 09, 2019",0.0294,365,Active,9/8/2019,LKR,N,RETAIL,1102305.23,1109138.05,1127890.93
